
Галицький;вул. Личаківська,1;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. М. Коперника (трамвайна зупинка);ТС;ТзОВ “Нік ЛТД“;8.00-23.00
Галицький;вул. Менцинського, 1;магазин;ПП Ел Стиль;8.00-22.00
Галицький;вул. Механічна,1;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Митрополита Андрея, 36;ТС магазин;ПП Іванова Х. Р.;цілодобово
Галицький;вул. Осмомисла, 8;магазин;"ПП ""Міська оренда""";8.00-21.30
Галицький;вул. П. Дорошенка, 41-45;ТС;Галицький А. Є.;8.00-23-00
Галицький;вул. П. Дорошенка, 45;ТС;Мацалак О. М.;8.00-23.00
Галицький;вул. П. Дорошенка, 8;ТС;ПМП “Рома“;8.00-23-00
Галицький;вул. П. Саксаганського - вул. І. Франка;ТС;"ТзОВ ""Львівський тютюн""";цілодобово
Галицький;вул. Під Дубом, 6;"магазин ""Продукти""";СПД Стах А.А.;цілодобово
Галицький;вул. Підвальна, 13;ТС;ПП Лубинець;цілодобово
Галицький;вул. Підвальна, 13;ТС;Беглярова Г. О.;8.00-23-00
Галицький;вул. Підвальна, 2;ТС;ПП Скоропат А. Ю.;цілодобово
Галицький;вул. Рутковича, 2;магазин;"ТОВ ""Мапек стиль""";цілодобово
Галицький;вул. Свенціцького,2;ТС;Кушніренко Р. О.;8.00-23-00
Галицький;вул. Січ. Стрільців, 13;"магазин ""Близенько""";"ПП ""Мережа Сервіс Львів""";08.00-22.00
Галицький;вул. Словацького,5/1;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Снопківська – вул. Волоська;ТС;Сливар Л. С.;8.00-23.00
Галицький;вул. Соборна, 10;ТС;ФОП Сорока О.М.;цілодобово
Галицький;вул. Соборна, 10;ТС;Варяниця А. В.;8.00-23-00
Галицький;вул. Соборна, 12-а;ТС;Вінницький Р. В.;8.00-23.00
Галицький;вул. Соборна, 17;ТС;ПП “Сальвадор“;8.00-23.00
Галицький;вул. Ст. Бандери - вул. Карпінського;ТС;"ПП ""Мій Світ""/ ПП ""Сальвадор""";цілодобово
Галицький;вул. Ст. Бандери, 15;ТС;ПП Дрінь;8.00-22.00
Галицький;вул. Ст. Бандери,23;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Ст. Бандери,23;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Стара, 3;магазин;"ТзОВ ""Волинь-табак""";10.00-22.00
Галицький;вул. Староєврейська 24;"магазин-кафе ""Наливки зі Львова""";"ТзОВ ""На Руській""";10.00-22.00
Галицький;вул. Стрийська, 36;ТС;Підскальнюк Г. М.;8.00-23.00
Галицький;вул. Стрийська,3;магазин;ТзОВ Квартал-5;8.30-23.00
Галицький;вул. Тарнавського ,104;ТС;Матвійків І.В.;цілодобово
Галицький;вул. Тарнавського,104б;магазин;ПП Аніла;8.00-22.00
Галицький;вул. Тарнавського,104Б;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Театральна,23;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Театральна,23;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Торгова, 1;"магазин ""Близенько""";"ПП ""Мережа Сервіс Львів""";08.00-22.00
Галицький;вул. Торгова,15;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Торгова,15;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Університетська, 1;ТС;ПМП “Рома“;8.00-23.00
Галицький;вул. Франка,72/10;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;Вул. Фредра,4/10;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;Вул. Фредра,4/10;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Ш. Руставеллі,13;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Шота Руставелі 40;"супермаркет ""Рукавичка""";"ТЗОВ ТВК ""ЛЬВІВХОЛОД""";7.00-23.30
Галицький;вул. Шота Руставелі,13;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул. Шпитальна, 13;магазин;ФОП Чапельський Я.П.;09.00-19.00
Галицький;вул. Шпитальна,1;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;вул.Ак.Гнатюка 8;магазин;ТОВ УЧ СП Райал ЛТД;10.00-22.00
Галицький;вул.Б.Лепкого 3;"магазин ""Продукти""";СПД Милий С.І.;8.00-21.00
Галицький;вул.Б.Хмельницького ,3;магазин;ПП КООП Марія;8..00-22.00.
Галицький;вул.Б.Хмельницького,17;"супермаркет ""Рукавичка""";"ТЗОВ ТВК ""ЛЬВІВХОЛОД""";8.00-23.00
Галицький;вул.Б.Хмельницького21;магазин;"ПП ""Дистрибюшин""";10.00-22.00
Галицький;вул.Б.Хмельницького27;магазин;ПП Цепка;8.00-22.00
Галицький;вул.Вірменська 2;"магазин ""Алко Світ""";СПД Темчишин В.М.;цілодобово
Галицький;вул.Волошина 6;магазин;ПП Васильків М.В.;8.00-21.00
Галицький;вул.Городоцька 115;"магазин ""Наш край""";"ТзОВ ""Остер ЛТД""";10.00-22.00
Галицький;вул.Городоцька 117;"магазин ""0-24""";"ДП ""Фенікс Трейд КВКПП Фенікс""";цілодобово
Галицький;вул.Городоцька 117;"магазин ""Львівський тютюн""";"ПП ""Львівський тютюн""";цілодобово
Галицький;вул.Городоцька 119;магазин;"ТзОВ ""Квартал-5""";10.00-21.00
Галицький;вул.Городоцька 123;магазин;ПП Вовк;9.00-22.00
Галицький;вул.Городоцька 31;магазин;"ПП ""Міська оренда""";8.00-21.00
Галицький;вул.Городоцька 37;магазин;"ТЗОВ ""РИБО-РАК""";8.00-22.00
Галицький;вул.Городоцька 47;магазин;ПП Шоломович;8.00-21.00
Галицький;вул.Городоцька 51;магазин;ПП Мельник;8.00-21.00
Галицький;вул.Городоцька 53;магазин;"ПП ""Міська оренда""";8.00-21.00
Галицький;вул.Городоцька 71;магазин;"ПП ""Дистрибюшин""";10.00-22.00
Галицький;вул.Городоцька, 57;магазин;СПД Темчишин В.М.;цілодобово
Галицький;вул.Грушевського 12;магазин;"ДП ""Ідеал-Дистрибуція""";10.00-22.00
Галицький;вул.Грушевського 7-9;"магазин ""Темп""";"ТзОВ ""Таісія""";8.00-22.00
Галицький;вул.Дж.Дудаєва 14;магазин;"ПП ""Міська оренда""";8.00-20.00
Галицький;вул.Дорошенка 16;магазин;"ПП ""Антамарс""";8.00-22.00
Галицький;вул.Дорошенка 6;"магазин ""Міні маркет плюс""";"ПП ""Міні маркет плюс""";8.00-22.00
Галицький;вул.Дорошенка 8;"магазин ""Рома""";"МПП ""Рома""";цілодобово
Галицький;вул.Ів Франка,84;ТС;"ТОВ ""Львівський тютюн""";цілодобово
Галицький;вул.Ів.Франка 69;"магазин ""Близенько""";"ПП ""Мережа Сервіс Львів""";8.00-22.00
Галицький;вул.Ів.Франка 79;"магазин ""Дари моря""";ПП Вовк;10.00-22.00
Галицький;вул.Ів.Франка 8;магазин;ПП Жолтик;9.00-22.00
Галицький;вул.Кн.Романа 24/23;магазин;"ПП ""Балуш""";8.30-22.00
Галицький;вул.Кн.Романа 9;"магазин ""Близенько""";"ПП ""Мережа Сервіс Львів""";8.00-22.00
Галицький;вул.Кн.Романа, 16;магазан;СПД Темчишин В.М.;цілодобово
Галицький;вул.Коперника 21;магазин;"ПП ""Міська оренда""";8.00-21.00
Галицький;вул.Краківська 30;магазин;"ТзОВ ""Ластівка""";8.00-21.00
Галицький;вул.Менцинського 7;магазин;ПП Горін;цілодобово
Галицький;вул.П.Куліша 10;магазин;"ПП ""Квартал-5""";10.00-20.00
Галицький;вул.П.Куліша 25;магазин;ПП Ярош;цілодобово
Галицький;вул.П.Куліша 27;магазин;"ТзОВ ""Фортеця""";9.00-24.00
Галицький;вул.П.Куліша 8;магазин;"ПП ""Дистрибюшин""";8.00-22.00
Галицький;вул.Руданського 1;магазин;"ТзОВ ""Світлиця М""";8.00-22.00
Галицький;вул.Руська 12;магазин;ПП Раблюк;10.00-22.00
Галицький;вул.Руська 8;"магазин-кафе ""Наливки зі Львова""";"ТзОВ ""На Руській""";10.00-22.00
Галицький;вул.Сербська 13;"міні-маркет ""Під парасолькою""";"ТзОВ ""Візія""";цілодобово
Галицький;вул.Січових Стрільців 6/2;"винномаркет ""Поляна""";"СП ""Марком""";10.00-22.00
Галицький;вул.Січових Стрільців13;"магазин ""Близенько""";"ПП ""Мережа Сервіс Львів""";8.00-22.00
Галицький;вул.Січових Стрільців17;"магазин ""Провіант""";ФОП Бернацький М.В.;8.00-22.00
Галицький;вул.Староєврейська 5;"магазин""Для Вас""";"ТЗОВ ""СБ""";9.00-22.00
Галицький;вул.Стефаника 14;магазин;ПП Шпак І.В.;8.00-22.00
Галицький;вул.Театральна 8;"магазин ""Алкомаркет""";СПД Рісна І. П.;цілодобово
Галицький;вул.Чайковського 6;магазин-кафе;"ТзОВ ""Світлиця""";8.00-22.00
Галицький;вул.Шота Руставелі 44;"магазин ""Могорич""";ФОП Чапельський Я.П.;9.00-20.00
Галицький;пл. Галицька, 10;ТС;"ПП ""Український медіа центр""";8.00-22.00
Галицький;пл. Данила Галицького, 8;ТС;ПП Карбач М. М.;цілодобово
Галицький;пл. Ів. Франка;ТС;"ТОВ ""Львівський тютюн""";цілодобово
Галицький;пл. Ів. Франка,66;ТС;"ТОВ ""Львівський тютюн""";цілодобово
Галицький;пл. Князя Яр. Осмомисла;ТС;"ТзОВ ""Розтор""";8.00-22.00
Галицький;пл. Князя Яр. Осмомисла, 2;ТС;ПП Алтунян А. Г.;цілодобово
Галицький;пл. Князя Яр. Осмомисла, 2;ТС;ПП Василишин;цілодобово
Галицький;пл. М. Кропивницького;ТС;Алтунян А. Г.;8.00-23.00
Галицький;пл. Міцкевича,6/7;магазин;ТОВ Рейтар;8.00-22.00
Галицький;пл. Різні, 8;ТС магазин;ПП Нахшунян Т. Е.;8.00-22.00
Галицький;пл. Соборна,17;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;пл. Соборна,17;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;пл.Галицька 14;магазин;"ТзОВ ""Липовий цвіт""";9.00-22.00
Галицький;пл.Галицька 17;магазин;"ТзОВ ""Колосок""";8.00-21.00
Галицький;пл.Кропивницького, 2;"магазин ""Напої Світу""";ТзОВ ТК Європа Контакт;8.00-22.00
Галицький;пл.Соборна 10;магазин;"ПП ""Міська оренда""";8.00-21.00
Галицький;пр. Крива Липа,8;магазин;ТОВ Партнер Дістрибюшн;10.00-22.00
Галицький;пр. Свободи, 16;ТС;ПП Василенко;цілодобово
Галицький;просп. Свободи, 18;ТС;Варяниця А. В.;цілодобово
Галицький;просп. Свободи, 18;ТС;Зварич Г. В.;цілодобово
Галицький;просп. Т. Шевченка, 34;ТС;Заславський О. Г.;8.00-23-00
Галицький;просп. Т. Шевченка, 7;ТС;ТзОВ “Вересень-3“;8.00-23-00
Галицький;пр-т Свободи 25;"магазин ""Світ Напоїв""";"ТзОВ ТК ""Європа Контакт""";10.00-22.00
Галицький;пр-т Чорновола 25 2612510;"магазин ""Світ нопоїв""";"ТзОВ ТК ""Європа Контакт""";10.00-22.00
Галицький;пр-т Шевченка 18;магазин;"ТзОВ ""Роман""";8.00-23.00
Галицький;пр-т Шевченка 34;"магазин ""Алко Світ""";СПД Темчишин Я.В.;цілодобово
Галицький;п-т Свободи, 37;магазин;"ТзОВ ""Овація""";10.00-22.00
Галицький;п-т Свободи,37;магазин;"ТзОВ ""Овація""";10.00-22.00
Залізничний;вул. Бортнянського, 25;"ТзОВ ""Домобудівник""";СМ;8.00-22.00
Залізничний;вул. Бр.Міхновських,23;Зелінська Ольга Михїайлівна;СМ;8.00-22.00
Залізничний;вул. Бр. Міхновських, 26;Бацевич Любов Дмитрівна;СМ;8.00-21.00
Залізничний;вул. Бр. Міхновських, 36;"ПП ""Галицька торгова мережа""";СМ;8.00-20.00
Залізничний;вул. Виговського, 1;"ТзОВ ""Рітейл Україна""";СМ;8.00-23.00
Залізничний;вул. Виговського, 5;"ТзОВ ""ТК""Агропродпом-сервіс""";СМ;8.00-21.00
Залізничний;вул. Виговського, 5;Карімова Вікторія Петрівна;СМ;8.00-22.00
Залізничний;вул. Виговського, 5;Попович Ярослав Петрович;СМ;8.00-22.00
Залізничний;вул. Виговського, 5;Крижанівський Андрій Анатолійович;СМ;цілодобово
Залізничний;вул. Виговського, 13;Оверко Леся Романівна;ТС;8.00-22.00
Залізничний;вул. Виговського, 13;Саврук Степан Степанович;ТС;8.00-22.00
Залізничний;вул. Виговського, 19;Гурмак Олександр Федорович;ТС;7.30-21.30
Залізничний;вул. Виговського, 19;Барабаш Ольга Ярославівна;ТС;7.00-22.00
Залізничний;вул. Виговського, 29;"ТзОВ ""Партнер-дистрибюшн""";ТС;8.00-22.00
Залізничний;вул. Виговського, 29;"ЗАТ ""Залізничне""";СМ;8.00-21.00
Залізничний;вул. Виговського, 29;"""Романич-Торг""";ТС;цілодобово
Залізничний;вул. Виговського, 29;Барабаш Ольга Ярославівна;ТС;8.00-21.00
Залізничний;вул. Виговського, 31а;"ТзОВ ""Овація""";СМ;10.00-22.00
Залізничний;вул. Виговського, 39-41;Янцинська Стефанія Петрівна;ТС;цілодобово
Залізничний;вул. Виговського,45;"ТзОВ ""Рітейл Україна""";СМ;8.00-23.00
Залізничний;вул. Виговського, 47;"ПП ""Вентус""";павільйон;цілодобово
Залізничний;вул. Виговського, 47;Попельнюк Василь Петрович;ТС;8.00-20.00
Залізничний;вул. Виговського, 49;Шевців Михайло Мирославович;СМ;11.00-22.00
Залізничний;вул. Виговського, 49/51;"ТзОВ ""Партнер-дистрибюшн""";ТС;8.00-22.00
Залізничний;вул. Виговського, 55;"ТзОВ ""Пульвітор""";СМ;8.00-22.00
Залізничний;вул. Виговського, 55;Гавалевич Марія Володимирівна;ТС;8.00-22.00
Залізничний;вул. Виговського, 65;Савка Наталія Володимирівна;ТС;8.30-20.00
Залізничний;вул. Виговського, 69;"ТзОВ ""Овація""";павільйон;10.00-22.00
Залізничний;вул. Виговського, 83;Райца Ігор Йосипович;ТС;8.00-21.00
Залізничний;вул. Виговського, 89;Дзюбій Ірина Михайлівна;павільйон;7.00-22.00
Залізничний;вул. Виговського, 89;Юр Тарас Ярославович;ТС;8.00-21.00
Залізничний;вул. Виговського, 100;"ТОВ ""ФОЗЗІ-ФУД""";супермаркет;8.00-23.00
Залізничний;вул. Виговського-вул. Любінська;Гаргай Діана Ігорівна;ТС;9.00-21.00
Залізничний;вул. Вигоди, 56;Галевич Євгеній Васильович;ТС;8.00-22.00
Залізничний;вул. Вигоди, 62;Кондрак Надія Анатоліївна;ТС;8.00-20.00
Залізничний;вул. Головатого, 1а;"ПП ""Захід-Клас""";павільйон;цілодобово
Залізничний;вул. Головатого, 4;"ПП ""Нова Трейд""";павільйон;цілодобово
Залізничний;вул. Городоцька, 50;"ТзОВ ""Овація""";СМ;10.00-22.00
Залізничний;вул. Городоцька, 68;Яремко Віктор Іванович;СМ;цілодобово
Залізничний;вул. Городоцька, 70;Ільчишин Наталя Володимирівна;СМ;8.00-22.00
Залізничний;вул. Городоцька, 72;"ТзОВ ""Городоцьке""";СМ;8.00-21.00
Залізничний;вул. Городоцька, 76;"ТзОВ ""ТВК ""Львівхолод""";СМ;7.00-23.00
Залізничний;вул. Городоцька,84;"ПП ""Партнер дистрибюшн""";СМ;10.00-22.00
Залізничний;вул. Городоцька, 132;Агеєв Микола Миколайович;СМ;8.00-20.00
Залізничний;вул. Городоцька,188;Вайда Олена Юріївна;СМ;цілодобово
Залізничний;вул. Городоцька,210;Бойко Леонід Леонідович;СМ;9.00-20.00
Залізничний;вул. Городоцька, 210;"ТзОВ ""Партнер-дистрибюшн""";СМ;8.00-22.00
Залізничний;вул. Городоцька, 210;Алишов Ількін Азер Огли;ТС;8.00-21.00
Залізничний;вул. Городоцька, 210-212;Гевіш Наталія Ігорівна;ТС;9.00-20.00
Залізничний;вул. Городоцька, 218 - вул. Вільхова;Зубрицький Андрій Миколайович;ТС;9.00-20.00
Залізничний;вул. Городоцька, 249;"ТзОВ ""Овація""";СМ;10.00-22.00
Залізничний;вул. Городоцька, 249;Брода Степан Степанович;ТС;10.00-22.00
Залізничний;вул. Городоцька, 249;Гавалевич Марія Володимирівна;ТС;цілодобово
Залізничний;вул. Городоцька, 249;Шандра Ольга Григорівна;ТС;8.00-21.00
Залізничний;вул. Городоцька,259;Крупська Марія Михайлівна;СМ;8.00-22.00
Залізничний;вул. Городоцька,265;Кіт Юрій Павлович;СМ;8.00-22.00
Залізничний;вул. Городоцька, 284-1;"ПП ""ОККО-Нафтопродукт""";АЗС з магазином;цілодобово
Залізничний;вул. Городоцька, 287;Галевич Євгеній Васильович;ТС;8.00-22.00
Залізничний;вул. Городоцька, 288;"ТзОВ ""Вог Рітейл""";АЗС з магазином;цілодобово
Залізничний;вул. Городоцька,293;Звір Тарас Євгенович;ТС;8.00-21.00
Залізничний;вул. Городоцька,293;Боденко Ольга Вікторівна;СМ;8.00-22.00
Залізничний;вул. Городоцька, 300;"Філія ТзОВ ""Метро Кеш енд Кері""";СМ;цілодобово
Залізничний;вул. Городоцька, 309 - Ряшівська;"ПП""Захід -Клас""";павільйон;цілодобово
Залізничний;вул. Городоцька, 309 - Ряшівська;Зелізко Ольга Дмитрівна;ТС;8.00-20.00
Залізничний;вул.Городоцька, 309 - Ряшівська;Зарицька Тетяна Петрівна;ТС;9.00-20.30
Залізничний;вул. Городоцька, 317;Шумелда Вікторія Василівна;ТС;8.00-20.00
Залізничний;вул. Городоцька, 321;"ПП ""Івзо""";ТС;цілодобово
Залізничний;вул. Городоцька-Ряшівська;"ТзОВ ""Овація""";СМ;10.00-22.00
Залізничний;вул. Городоцька-С.Величка;"ПП ""Захід-Клас""";павільйон;цілодобово
Залізничний;вул. Головацького, 34;"ТзОВ ""Партнер-дистрибюшн""";СМ;8.00-22.00
Залізничний;вул. Гніздовського, 1;Пелега Галина Василівна;СМ;8.00-22.00
Залізничний;вул. Д. Апостола, 11;Сомик Олег Богданович;ТС;8.00-20.00
Залізничний;вул. Доробок, 36;"ТзОВ ""Партнер-дистрибюшн""";ТС;8.00-23.00
Залізничний;вул. Декарта, 2;"ЗАТ ""Львівський лікеро-горілчаний завод""";СМ;10.00-19.00
Залізничний;вул. Естонська, 1;Бубній Марія Ярославівна;ТС;цілодобово
Залізничний;вул. Залізнична, 1а;"ТОВ ""Сокар Петролум""";АЗС з магазином;цілодобово
Залізничний;вул. Залізнична,2;"ПП ""Галицька торгова мережа""";СМ;7.30-19.30
Залізничний;вул. Залізнична, 6;Скобилко Остап Ігорович;СМ;8.00-21.00
Залізничний;вул. Залізнична, 14а;"ПП ""Мій світ""";ТС;8.00-20.00
Залізничний;вул. Залізнична, 18;Ясінська Вероніка Іванівна;СМ;10.00-20.00
Залізничний;вул. Залізнична, 18;Шапшалова Оксана Іванівна;СМ;9.00-18.00
Залізничний;вул. Залізнична, 52;Дубик Євгеній Вололдимирович;СМ;8.00-22.00
Залізничний;вул. Залізнична, 76;Журавльова Вікторія Борисівна;СМ;8.00-22.00
Залізничний;вул. Комарова, 2;"ПП ""Сканія""";СМ;8.30-22.01
Залізничний;вул. Кв. Основ'яненка, 4;"ПП ""Антамарс""";СМ;цілодобово
Залізничний;вул. Кульпарківська, 118;"ТзОВ ""Продтовари""";СМ;8.00-22.00
Залізничний;вул. Кульпарківська, 156;Лишак Галина Михайлівна;СМ;8.00-22.00
Залізничний;вул. Кульпарківська, 156;Шемечко Ольга Василівна;ТС;8.00-20.00
Залізничний;вул. Кульпарківська, 156;Реуцький Василь Вікторович;ТС;цілодобово
Залізничний;вул. Кульпарківська, 158;"ТзОВ ""Ярема""";СМ;9.00-21.00
Залізничний;вул. Кульпарківська, 158в;Ковальчук Марія-Маряна Василівна;СМ;9.00-22.00
Залізничний;вул. Кульпарківська, 166;"ПП ""Вентус";павільйон;цілодобово
Залізничний;вул. Кульпарківська, 172;Трескот Михайло Ярославович;ТС;цілодобово
Залізничний;вул. Кульпарківська, 174;Мойсеєнко Оксана Андріївна;ТС;9.00-21.00
Залізничний;вул. Кульпарківська, 222/2;"ТзОВ ""Норма-Вест""";АЗС з магазином;цілодобово
Залізничний;вул. Караджича, 29б;"ТзОВ ""ТВК ""Аксіома успіху""";СМ;8.00-22.00
Залізничний;вул. Каховська, 27;Ільєва Оксана Миколаївна;СМ;8.00-23.00
Залізничний;вул. Каховська, 31-33;Адермах Олександр Орестович;ТС;8.00-20.00
Залізничний;вул. Кузневича, 5;"ТзОВ ""Вог Рітейл""";АЗС з магазином;цілодобово
Залізничний;вул. Калнишевського, 10;Качмарик Юрій Ярославович;СМ;8.00-20.00
Залізничний;вул. Калнишевського, 16;Лучко Ігор Іванович;СМ;9.00-20.00
Залізничний;вул. Калнишевського, 17;Косик Олена Євгенівна;ТС;8.00-20.00
Залізничний;вул. Курмановича, 9;Степанків Володимир Зеновійович;СМ;8.00-20.00
Залізничний;вул. Любінська, 89;"ТзОВ ""Авангард-плюс""";ТС;7.00-22.00
Залізничний;вул. Любінська, 89;"ТзОВ ""Ехо-плюс""";СМ;8.00-22.00
Залізничний;вул. Любінська, 91а;"ПП ""Вентус""";ТС;8.00-22.00
Залізничний;вул. Любінська, 94;"ТзОВ ""Овація""";СМ;10.00-22.00
Залізничний;вул. Любінська, 96;"ПП ""Захід-Клас""";ТС;цілодобово
Залізничний;вул. Любінська, 96;"ТзОВ ""Партнер-дистрибюшн""";ТС;цілодобово
Залізничний;вул. Любінська, 96;Горбунов Олег Васильович;СМ;8.00-22.00
Залізничний;вул. Любінська, 97б;Туркевич Мирослав Євстахович;ТС;8.00-22.00
Залізничний;вул. Любінська, 98;"ПП ""Реліквія""";СМ;8.30-21.00
Залізничний;вул. Любінська, 98-100;"ТзОВ ""Квартал-5""";ТС;10.00-21.00
Залізничний;вул. Любінська, 98-100;Романів Роман Мирославович;ТС;9.00-21.00
Залізничний;вул. Любінська, 102;"ТзОВ ""Рітейл Україна""";СМ;8.00-23.00
